Country,Healthy Life Expectancy,Generosity,GDP per Capita,Social Support,Happiness Score,Freedom,Perceptions of Corruption,Happiness Rank,year
Chad,0.0411347150802612,0.216113850474358,0.438012987375259,0.953855872154236,3.93600010871887,0.16234202682972,0.0535818822681904,137,2017
Zimbabwe,0.196763753890991,0.189143493771553,0.375846534967422,1.08309590816498,3.875,0.336384207010269,0.0953753814101219,138,2017
Lesotho,0.0,0.157497271895409,0.521021246910095,1.19009518623352,3.80800008773804,0.390661299228668,0.119094640016556,139,2017
Angola,0.0498686656355858,0.097926490008831,0.858428180217743,1.10441195964813,3.79500007629395,0.0,0.0697203353047371,140,2017
Afghanistan,0.180746778845787,0.311870932579041,0.401477217674255,0.581543326377869,3.79399991035461,0.106179520487785,0.0611578300595284,141,2017
Botswana,0.341755509376526,0.0993484482169151,1.12209415435791,1.22155499458313,3.76600003242493,0.505196332931519,0.0985831990838051,142,2017
Benin,0.209930211305618,0.207948461174965,0.431085407733917,0.435299843549728,3.65700006484985,0.425962775945663,0.0609290152788162,143,2017
Madagascar,0.375223308801651,0.208732530474663,0.305808693170547,0.913020372390747,3.64400005340576,0.189196765422821,0.0672319754958153,144,2017
Haiti,0.277321130037308,0.489203780889511,0.368610262870789,0.640449821949005,3.6029999256134,0.0303698573261499,0.0998721495270729,145,2017
Yemen,0.310080915689468,0.104125209152699,0.591683447360992,0.93538224697113,3.59299993515015,0.249463722109795,0.0567674227058887,146,2017
South Sudan,0.163486003875732,0.285670816898346,0.39724862575531,0.601323127746582,3.59100008010864,0.147062435746193,0.116793513298035,147,2017
Liberia,0.229918196797371,0.26654988527298,0.119041793048382,0.872117936611176,3.53299999237061,0.332881182432175,0.0389482490718365,148,2017
Guinea,0.194129139184952,0.264815092086792,0.244549930095673,0.791244685649872,3.50699996948242,0.348587512969971,0.110937617719173,149,2017
Togo,0.247105568647385,0.196896150708199,0.305444717407227,0.431882530450821,3.49499988555908,0.38042613863945,0.0956650152802467,150,2017
Rwanda,0.326424807310104,0.252756029367447,0.368745893239975,0.945707023143768,3.47099995613098,0.581843852996826,0.455220013856888,151,2017
Syria,0.50053334236145,0.493663728237152,0.777153134346008,0.396102607250214,3.46199989318848,0.0815394446253777,0.151347130537033,152,2017
Tanzania,0.364509284496307,0.354256361722946,0.511135876178741,1.04198980331421,3.34899997711182,0.390017777681351,0.0660351067781448,153,2017
Burundi,0.151610791683197,0.204435184597969,0.091622568666935,0.629793584346771,2.90499997138977,0.0599007532000542,0.0841479450464249,154,2017
Central African Republic,0.0187726859003305,0.280876487493515,0.0,0.0,2.69300007820129,0.270842045545578,0.0565650761127472,155,2017
Finland,0.874,0.202,1.305,1.592,7.632,0.681,0.393,1,2018
Norway,0.861,0.286,1.456,1.582,7.594,0.686,0.34,2,2018
Denmark,0.868,0.284,1.351,1.59,7.555,0.683,0.408,3,2018
Iceland,0.914,0.353,1.343,1.644,7.495,0.677,0.138,4,2018
Switzerland,0.927,0.256,1.42,1.549,7.487,0.66,0.357,5,2018
Netherlands,0.878,0.333,1.361,1.488,7.441,0.638,0.295,6,2018
Canada,0.896,0.321,1.33,1.532,7.328,0.653,0.291,7,2018
New Zealand,0.876,0.365,1.268,1.601,7.324,0.669,0.389,8,2018
Sweden,0.913,0.285,1.355,1.501,7.314,0.659,0.383,9,2018
Australia,0.91,0.361,1.34,1.573,7.272,0.647,0.302,10,2018
United Kingdom,0.888,0.262,1.244,1.433,7.19,0.464,0.082,11,2018
Austria,0.891,0.242,1.341,1.504,7.139,0.617,0.224,12,2018
Costa Rica,0.817,0.143,1.01,1.459,7.072,0.632,0.101,13,2018
Ireland,0.876,0.307,1.448,1.583,6.977,0.614,0.306,14,2018
Germany,0.861,0.273,1.34,1.474,6.965,0.586,0.28,15,2018
Belgium,0.894,0.188,1.324,1.483,6.927,0.583,0.24,16,2018
Luxembourg,0.896,0.196,1.576,1.52,6.91,0.632,0.321,17,2018
United States,0.819,0.291,1.398,1.471,6.886,0.547,0.133,18,2018
Israel,0.883,0.354,1.301,1.559,6.814,0.533,0.272,19,2018
United Arab Emirates,0.67,0.186,2.096,0.776,6.774,0.284,,20,2018
Czech Republic,0.854,0.064,1.233,1.489,6.711,0.543,0.034,21,2018
Malta,0.884,0.376,1.27,1.525,6.627,0.645,0.142,22,2018
France,0.908,0.098,1.293,1.466,6.489,0.52,0.176,23,2018
Mexico,0.761,0.069,1.038,1.252,6.488,0.479,0.095,24,2018
Chile,0.808,0.197,1.131,1.331,6.476,0.431,0.061,25,2018
Taiwan,0.857,0.151,1.365,1.436,6.441,0.418,0.078,26,2018
Panama,0.759,0.125,1.112,1.438,6.43,0.597,0.063,27,2018
Brazil,0.675,0.11,0.986,1.474,6.419,0.493,0.088,28,2018
Argentina,0.744,0.062,1.073,1.468,6.388,0.57,0.054,29,2018
Guatemala,0.608,0.179,0.781,1.268,6.382,0.604,0.071,30,2018
Uruguay,0.771,0.13,1.093,1.459,6.379,0.625,0.155,31,2018
Qatar,0.748,0.256,1.649,1.303,6.374,0.654,0.171,32,2018
Saudi Arabia,0.633,0.098,1.379,1.331,6.371,0.509,0.127,33,2018
Singapore,1.008,0.261,1.529,1.451,6.343,0.631,0.457,34,2018
Malaysia,0.669,0.311,1.161,1.258,6.322,0.356,0.059,35,2018
Spain,0.965,0.142,1.251,1.538,6.31,0.449,0.074,36,2018
Colombia,0.635,0.099,0.96,1.439,6.26,0.531,0.039,37,2018
Trinidad & Tobago,0.564,0.171,1.223,1.492,6.192,0.575,0.019,38,2018
Slovakia,0.776,0.118,1.21,1.537,6.173,0.354,0.014,39,2018
El Salvador,0.639,0.065,0.806,1.231,6.167,0.461,0.082,40,2018
Nicaragua,0.7,0.208,0.668,1.319,6.141,0.527,0.128,41,2018
Poland,0.781,0.108,1.176,1.448,6.123,0.546,0.064,42,2018
Bahrain,0.698,0.243,1.338,1.366,6.105,0.594,0.123,43,2018
Uzbekistan,0.605,0.328,0.719,1.584,6.096,0.724,0.259,44,2018
Kuwait,0.675,0.167,1.474,1.301,6.083,0.554,0.106,45,2018
Thailand,0.707,0.364,1.016,1.417,6.072,0.637,0.029,46,2018
Italy,0.946,0.137,1.264,1.501,6.0,0.281,0.028,47,2018
Ecuador,0.736,0.114,0.889,1.33,5.973,0.556,0.12,48,2018
Belize,0.474,0.183,0.807,1.101,5.956,0.593,0.089,49,2018
Lithuania,0.716,0.026,1.197,1.527,5.952,0.35,0.006,50,2018
Slovenia,0.856,0.16,1.219,1.506,5.948,0.633,0.051,51,2018
Romania,0.726,0.088,1.116,1.219,5.945,0.528,0.001,52,2018
Latvia,0.671,0.092,1.148,1.454,5.933,0.363,0.066,53,2018
Japan,0.988,0.079,1.294,1.462,5.915,0.553,0.15,54,2018
Mauritius,0.684,0.245,1.09,1.387,5.891,0.584,0.05,55,2018
Jamaica,0.693,0.096,0.819,1.493,5.89,0.575,0.031,56,2018
South Korea,0.955,0.175,1.266,1.204,5.875,0.244,0.051,57,2018
Northern Cyprus,0.909,0.179,1.229,1.211,5.835,0.495,0.154,58,2018
Russia,0.599,0.065,1.151,1.479,5.81,0.399,0.025,59,2018
Kazakhstan,0.631,0.148,1.143,1.516,5.79,0.454,0.121,60,2018
Cyprus,0.909,0.202,1.229,1.191,5.762,0.423,0.035,61,2018
Bolivia,0.508,0.141,0.751,1.223,5.752,0.606,0.054,62,2018
Estonia,0.737,0.086,1.2,1.532,5.739,0.553,0.174,63,2018
Paraguay,0.615,0.162,0.835,1.522,5.681,0.541,0.074,64,2018
Peru,0.674,0.092,0.934,1.249,5.663,0.53,0.034,65,2018
Kosovo,0.578,0.274,0.855,1.23,5.662,0.448,0.023,66,2018
Moldova,0.62,0.171,0.657,1.301,5.64,0.232,0.0,67,2018
Turkmenistan,0.517,0.199,1.016,1.533,5.636,0.417,0.037,68,2018
Hungary,0.732,0.061,1.171,1.401,5.62,0.259,0.022,69,2018
Libya,0.553,0.116,0.985,1.35,5.566,0.496,0.148,70,2018
Philippines,0.513,0.12,0.775,1.312,5.524,0.643,0.105,71,2018
Honduras,0.622,0.197,0.62,1.205,5.504,0.459,0.074,72,2018
Belarus,0.7,0.101,1.039,1.498,5.483,0.307,0.154,73,2018
Turkey,0.686,0.106,1.148,1.38,5.483,0.324,0.109,74,2018
Pakistan,0.424,0.216,0.652,0.81,5.472,0.334,0.113,75,2018
Hong Kong,1.03,0.246,1.405,1.29,5.43,0.524,0.291,76,2018
Portugal,0.884,0.055,1.188,1.429,5.41,0.562,0.017,77,2018
Serbia,0.685,0.134,0.975,1.369,5.398,0.288,0.043,78,2018
Greece,0.879,0.0,1.154,1.202,5.358,0.131,0.044,79,2018
Lebanon,0.785,0.214,0.965,1.179,5.358,0.503,0.136,80,2018
Montenegro,0.729,0.111,1.017,1.279,5.347,0.259,0.081,81,2018
Croatia,0.737,0.12,1.115,1.161,5.321,0.38,0.039,82,2018
Dominican Republic,0.614,0.12,0.982,1.441,5.302,0.578,0.106,83,2018
Algeria,0.687,0.055,0.979,1.154,5.295,0.077,0.135,84,2018
Morocco,0.669,0.026,0.779,0.797,5.254,0.46,0.074,85,2018
China,0.799,0.029,0.989,1.142,5.246,0.597,0.103,86,2018
Azerbaijan,0.603,0.031,1.024,1.161,5.201,0.43,0.176,87,2018
Tajikistan,0.598,0.187,0.474,1.166,5.199,0.292,0.034,88,2018
Macedonia,0.691,0.173,0.959,1.239,5.185,0.394,0.052,89,2018
Jordan,0.645,0.13,0.822,1.265,5.161,0.468,0.134,90,2018
Nigeria,0.048,0.201,0.689,1.172,5.155,0.462,0.032,91,2018
Kyrgyzstan,0.594,0.281,0.53,1.416,5.131,0.54,0.035,92,2018
Bosnia and Herzegovina,0.758,0.216,0.915,1.078,5.129,0.28,0.0,93,2018
Mongolia,0.575,0.253,0.914,1.517,5.125,0.395,0.032,94,2018
Vietnam,0.702,0.177,0.715,1.365,5.103,0.618,0.079,95,2018
Indonesia,0.522,0.484,0.899,1.215,5.093,0.538,0.018,96,2018
Bhutan,0.527,0.364,0.796,1.335,5.082,0.541,0.171,97,2018
Somalia,0.115,0.238,0.0,0.712,4.982,0.674,0.282,98,2018
Cameroon,0.182,0.183,0.535,0.891,4.975,0.454,0.043,99,2018
Bulgaria,0.712,0.064,1.054,1.515,4.933,0.359,0.009,100,2018
Nepal,0.539,0.302,0.425,1.228,4.88,0.526,0.078,101,2018
Venezuela,0.657,0.056,0.996,1.469,4.806,0.133,0.052,102,2018
Gabon,0.404,0.032,1.036,1.164,4.758,0.356,0.052,103,2018
Palestinian Territories,0.602,0.086,0.642,1.217,4.743,0.266,0.076,104,2018
South Africa,0.33,0.103,0.94,1.41,4.724,0.516,0.056,105,2018
Iran,0.691,0.282,1.059,0.771,4.707,0.459,0.129,106,2018
Ivory Coast,0.08,0.146,0.541,0.872,4.671,0.467,0.103,107,2018
Ghana,0.337,0.212,0.592,0.896,4.657,0.499,0.029,108,2018
Senegal,0.433,0.138,0.429,1.117,4.631,0.406,0.082,109,2018
Laos,0.441,0.23,0.72,1.034,4.623,0.626,0.174,110,2018
Tunisia,0.69,0.04,0.9,0.906,4.592,0.271,0.063,111,2018
Albania,0.79,0.149,0.916,0.817,4.586,0.419,0.032,112,2018
Sierra Leone,0.0,0.238,0.256,0.813,4.571,0.355,0.053,113,2018
Congo (Brazzaville),0.343,0.091,0.682,0.811,4.559,0.514,0.077,114,2018
Bangladesh,0.579,0.153,0.532,0.85,4.5,0.58,0.144,115,2018
Sri Lanka,0.672,0.307,0.918,1.314,4.471,0.585,0.05,116,2018
Iraq,0.536,0.148,1.01,0.971,4.456,0.304,0.095,117,2018
Mali,0.152,0.139,0.37,1.233,4.447,0.367,0.056,118,2018
Namibia,0.365,0.051,0.874,1.281,4.441,0.519,0.064,119,2018
Cambodia,0.457,0.256,0.549,1.088,4.433,0.696,0.065,120,2018
Burkina Faso,0.254,0.175,0.314,1.097,4.424,0.312,0.128,121,2018
Egypt,0.553,0.092,0.885,1.025,4.419,0.312,0.107,122,2018
Mozambique,0.173,0.206,0.198,0.902,4.417,0.531,0.158,123,2018
Kenya,0.454,0.352,0.493,1.048,4.41,0.504,0.055,124,2018
Zambia,0.295,0.221,0.562,1.047,4.377,0.503,0.082,125,2018
Mauritania,0.292,0.134,0.557,1.245,4.356,0.129,0.093,126,2018
Ethiopia,0.391,0.22,0.308,0.95,4.35,0.452,0.146,127,2018
Georgia,0.643,0.038,0.853,0.592,4.34,0.375,0.215,128,2018
Armenia,0.666,0.077,0.816,0.99,4.321,0.26,0.028,129,2018
Myanmar,0.429,0.598,0.682,1.174,4.308,0.58,0.178,130,2018
Chad,0.053,0.181,0.358,0.907,4.301,0.189,0.06,131,2018
Congo (Kinshasa),0.204,0.197,0.069,1.136,4.245,0.312,0.052,132,2018
India,0.485,0.172,0.721,0.747,4.19,0.539,0.093,133,2018
Niger,0.221,0.175,0.131,0.867,4.166,0.39,0.099,134,2018
Uganda,0.237,0.259,0.322,1.09,4.161,0.45,0.061,135,2018
Benin,0.24,0.163,0.378,0.372,4.141,0.44,0.067,136,2018
Sudan,0.312,0.134,0.605,1.24,4.139,0.016,0.082,137,2018
Ukraine,0.609,0.187,0.793,1.413,4.103,0.163,0.011,138,2018
Togo,0.253,0.158,0.259,0.474,3.999,0.434,0.101,139,2018
Guinea,0.211,0.185,0.344,0.792,3.964,0.394,0.094,140,2018
Lesotho,0.079,0.116,0.472,1.215,3.808,0.423,0.112,141,2018
Angola,0.269,0.079,0.73,1.125,3.795,0.0,0.061,142,2018
Madagascar,0.402,0.155,0.262,0.908,3.774,0.221,0.049,143,2018
Zimbabwe,0.248,0.132,0.357,1.094,3.692,0.406,0.099,144,2018
Afghanistan,0.255,0.191,0.332,0.537,3.632,0.085,0.036,145,2018
Botswana,0.417,0.042,1.017,1.174,3.59,0.557,0.092,146,2018
Malawi,0.306,0.21,0.186,0.541,3.587,0.531,0.08,147,2018
Haiti,0.289,0.392,0.315,0.714,3.582,0.025,0.104,148,2018
Liberia,0.267,0.206,0.076,0.858,3.495,0.419,0.03,149,2018
Syria,0.539,0.376,0.689,0.382,3.462,0.088,0.144,150,2018
Rwanda,0.4,0.2,0.332,0.896,3.408,0.636,0.444,151,2018
Yemen,0.343,0.083,0.442,1.073,3.355,0.244,0.064,152,2018
Tanzania,0.381,0.27,0.455,0.991,3.303,0.481,0.097,153,2018
South Sudan,0.177,0.224,0.337,0.608,3.254,0.112,0.106,154,2018
Central African Republic,0.01,0.218,0.024,0.0,3.083,0.305,0.038,155,2018
Burundi,0.145,0.149,0.091,0.627,2.905,0.065,0.076,156,2018
Finland,0.986,0.153,1.34,1.587,7.769,0.596,0.393,1,2019
Denmark,0.996,0.252,1.383,1.573,7.6,0.592,0.41,2,2019
Norway,1.028,0.271,1.488,1.582,7.554,0.603,0.341,3,2019
Iceland,1.026,0.354,1.38,1.624,7.494,0.591,0.118,4,2019
Netherlands,0.999,0.322,1.396,1.522,7.488,0.557,0.298,5,2019
Switzerland,1.052,0.263,1.452,1.526,7.48,0.572,0.343,6,2019
Sweden,1.009,0.267,1.387,1.487,7.343,0.574,0.373,7,2019
New Zealand,1.026,0.33,1.303,1.557,7.307,0.585,0.38,8,2019
Canada,1.039,0.285,1.365,1.505,7.278,0.584,0.308,9,2019
Austria,1.016,0.244,1.376,1.475,7.246,0.532,0.226,10,2019
Australia,1.036,0.332,1.372,1.548,7.228,0.557,0.29,11,2019
Costa Rica,0.963,0.144,1.034,1.441,7.167,0.558,0.093,12,2019
Israel,1.029,0.261,1.276,1.455,7.139,0.371,0.082,13,2019
Luxembourg,1.012,0.194,1.609,1.479,7.09,0.526,0.316,14,2019
United Kingdom,0.996,0.348,1.333,1.538,7.054,0.45,0.278,15,2019
Ireland,0.999,0.298,1.499,1.553,7.021,0.516,0.31,16,2019
Germany,0.987,0.261,1.373,1.454,6.985,0.495,0.265,17,2019
Belgium,0.986,0.16,1.356,1.504,6.923,0.473,0.21,18,2019
United States,0.874,0.28,1.433,1.457,6.892,0.454,0.128,19,2019
Czech Republic,0.92,0.046,1.269,1.487,6.852,0.457,0.036,20,2019
United Arab Emirates,0.825,0.262,1.503,1.31,6.825,0.598,0.182,21,2019
Malta,0.999,0.375,1.3,1.52,6.726,0.564,0.151,22,2019
Mexico,0.861,0.074,1.07,1.323,6.595,0.433,0.073,23,2019
France,1.045,0.111,1.324,1.472,6.592,0.436,0.183,24,2019
Taiwan,0.914,0.242,1.368,1.43,6.446,0.351,0.097,25,2019
Chile,0.92,0.187,1.159,1.369,6.444,0.357,0.056,26,2019
Guatemala,0.746,0.175,0.8,1.269,6.436,0.535,0.078,27,2019
Saudi Arabia,0.795,0.08,1.403,1.357,6.375,0.439,0.132,28,2019
Qatar,0.871,0.22,1.684,1.313,6.374,0.555,0.167,29,2019
Spain,1.062,0.153,1.286,1.484,6.354,0.362,0.079,30,2019
Panama,0.91,0.109,1.149,1.442,6.321,0.516,0.054,31,2019
Brazil,0.802,0.099,1.004,1.439,6.3,0.39,0.086,32,2019
Uruguay,0.891,0.127,1.124,1.465,6.293,0.523,0.15,33,2019
Singapore,1.141,0.271,1.572,1.463,6.262,0.556,0.453,34,2019
El Salvador,0.789,0.093,0.794,1.242,6.253,0.43,0.074,35,2019
Italy,1.039,0.158,1.294,1.488,6.223,0.231,0.03,36,2019
Bahrain,0.871,0.255,1.362,1.368,6.199,0.536,0.11,37,2019
Slovakia,0.881,0.121,1.246,1.504,6.198,0.334,0.014,38,2019
Trinidad & Tobago,0.713,0.185,1.231,1.477,6.192,0.489,0.016,39,2019
Poland,0.884,0.117,1.206,1.438,6.182,0.483,0.05,40,2019
Uzbekistan,0.756,0.322,0.745,1.529,6.174,0.631,0.24,41,2019
Lithuania,0.818,0.043,1.238,1.515,6.149,0.291,0.042,42,2019
Colombia,0.841,0.099,0.985,1.41,6.125,0.47,0.034,43,2019
Slovenia,0.953,0.144,1.258,1.523,6.118,0.564,0.057,44,2019
Nicaragua,0.835,0.2,0.694,1.325,6.105,0.435,0.127,45,2019
Kosovo,0.758,0.262,0.882,1.232,6.1,0.489,0.006,46,2019
Argentina,0.881,0.066,1.092,1.432,6.086,0.471,0.05,47,2019
Romania,0.825,0.083,1.162,1.232,6.07,0.462,0.005,48,2019
Cyprus,1.042,0.19,1.263,1.223,6.046,0.406,0.041,49,2019
Ecuador,0.868,0.126,0.912,1.312,6.028,0.498,0.087,50,2019
Kuwait,0.808,0.142,1.5,1.319,6.021,0.493,0.097,51,2019
Thailand,0.828,0.359,1.05,1.409,6.008,0.557,0.028,52,2019
Latvia,0.812,0.075,1.187,1.465,5.94,0.264,0.064,53,2019
South Korea,1.036,0.175,1.301,1.219,5.895,0.159,0.056,54,2019
Estonia,0.874,0.103,1.237,1.528,5.893,0.495,0.161,55,2019
Jamaica,0.831,0.107,0.831,1.478,5.89,0.49,0.028,56,2019
Mauritius,0.798,0.215,1.12,1.402,5.888,0.498,0.06,57,2019
Japan,1.088,0.069,1.327,1.419,5.886,0.445,0.14,58,2019
Honduras,0.828,0.246,0.642,1.236,5.86,0.507,0.078,59,2019
Kazakhstan,0.729,0.146,1.173,1.508,5.809,0.41,0.096,60,2019
Bolivia,0.706,0.137,0.776,1.209,5.779,0.511,0.064,61,2019
Hungary,0.828,0.081,1.201,1.41,5.758,0.199,0.02,62,2019
Paraguay,0.777,0.184,0.855,1.475,5.743,0.514,0.08,63,2019
Northern Cyprus,1.042,0.191,1.263,1.252,5.718,0.417,0.162,64,2019
Peru,0.854,0.083,0.96,1.274,5.697,0.455,0.027,65,2019
Portugal,0.999,0.047,1.221,1.431,5.693,0.508,0.025,66,2019
Pakistan,0.535,0.22,0.677,0.886,5.653,0.313,0.098,67,2019
Russia,0.726,0.082,1.183,1.452,5.648,0.334,0.031,68,2019
Philippines,0.657,0.117,0.807,1.293,5.631,0.558,0.107,69,2019
Serbia,0.854,0.137,1.004,1.383,5.603,0.282,0.039,70,2019
Moldova,0.739,0.181,0.685,1.328,5.529,0.245,0.0,71,2019
Libya,0.673,0.133,1.044,1.303,5.525,0.416,0.152,72,2019
Montenegro,0.871,0.142,1.051,1.361,5.523,0.197,0.08,73,2019
Tajikistan,0.718,0.23,0.493,1.098,5.467,0.389,0.144,74,2019
Croatia,0.914,0.119,1.155,1.266,5.432,0.296,0.022,75,2019
Hong Kong,1.122,0.258,1.438,1.277,5.43,0.44,0.287,76,2019
Dominican Republic,0.779,0.113,1.015,1.401,5.425,0.497,0.101,77,2019
Bosnia and Herzegovina,0.845,0.263,0.945,1.212,5.386,0.212,0.006,78,2019
Turkey,0.808,0.083,1.183,1.36,5.373,0.195,0.106,79,2019
Malaysia,0.828,0.26,1.221,1.171,5.339,0.508,0.024,80,2019
Belarus,0.789,0.094,1.067,1.465,5.323,0.235,0.142,81,2019
Greece,0.999,0.0,1.181,1.156,5.287,0.067,0.034,82,2019
Mongolia,0.667,0.235,0.948,1.531,5.285,0.317,0.038,83,2019
North Macedonia,0.838,0.185,0.983,1.294,5.274,0.345,0.034,84,2019
Nigeria,0.245,0.215,0.696,1.111,5.265,0.426,0.041,85,2019
Kyrgyzstan,0.723,0.3,0.551,1.438,5.261,0.508,0.023,86,2019
Turkmenistan,0.657,0.244,1.052,1.538,5.247,0.394,0.028,87,2019
Algeria,0.785,0.073,1.002,1.16,5.211,0.086,0.114,88,2019
Morocco,0.782,0.036,0.801,0.782,5.208,0.418,0.076,89,2019
Azerbaijan,0.769,0.035,1.043,1.147,5.208,0.351,0.182,90,2019
Lebanon,0.815,0.166,0.987,1.224,5.197,0.216,0.027,91,2019
Indonesia,0.66,0.498,0.931,1.203,5.192,0.491,0.028,92,2019
China,0.893,0.058,1.029,1.125,5.191,0.521,0.1,93,2019
Vietnam,0.851,0.147,0.741,1.346,5.175,0.543,0.073,94,2019
Bhutan,0.604,0.37,0.813,1.321,5.082,0.457,0.167,95,2019
Cameroon,0.331,0.187,0.549,0.91,5.044,0.381,0.037,96,2019
Bulgaria,0.815,0.081,1.092,1.513,5.011,0.311,0.004,97,2019
Ghana,0.486,0.245,0.611,0.868,4.996,0.381,0.04,98,2019
Ivory Coast,0.232,0.154,0.569,0.808,4.944,0.352,0.09,99,2019
Nepal,0.677,0.285,0.446,1.226,4.913,0.439,0.089,100,2019
Jordan,0.815,0.11,0.837,1.225,4.906,0.383,0.13,101,2019
Benin,0.397,0.175,0.393,0.437,4.883,0.349,0.082,102,2019
Congo (Brazzaville),0.508,0.105,0.673,0.799,4.812,0.372,0.093,103,2019
Gabon,0.571,0.043,1.057,1.183,4.799,0.295,0.055,104,2019
Laos,0.551,0.266,0.764,1.03,4.796,0.547,0.164,105,2019
South Africa,0.469,0.13,0.96,1.351,4.722,0.389,0.055,106,2019
Albania,0.874,0.178,0.947,0.848,4.719,0.383,0.027,107,2019
Venezuela,0.805,0.064,0.96,1.427,4.707,0.154,0.047,108,2019
Cambodia,0.637,0.232,0.574,1.122,4.7,0.609,0.062,109,2019
Palestinian Territories,0.672,0.103,0.657,1.247,4.696,0.225,0.066,110,2019
Senegal,0.571,0.153,0.45,1.134,4.681,0.292,0.072,111,2019
Somalia,0.268,0.243,0.0,0.698,4.668,0.559,0.27,112,2019
Namibia,0.477,0.07,0.879,1.313,4.639,0.401,0.056,113,2019
Niger,0.366,0.188,0.138,0.774,4.628,0.318,0.102,114,2019
Burkina Faso,0.38,0.177,0.331,1.056,4.587,0.255,0.113,115,2019
Armenia,0.815,0.095,0.85,1.055,4.559,0.283,0.064,116,2019
Iran,0.785,0.27,1.1,0.842,4.548,0.305,0.125,117,2019
Guinea,0.375,0.207,0.38,0.829,4.534,0.332,0.086,118,2019
Georgia,0.752,0.043,0.886,0.666,4.519,0.346,0.164,119,2019
Gambia,0.428,0.269,0.308,0.939,4.516,0.382,0.167,120,2019
Kenya,0.581,0.372,0.512,0.983,4.509,0.431,0.053,121,2019
Mauritania,0.489,0.106,0.57,1.167,4.49,0.066,0.088,122,2019
Mozambique,0.39,0.197,0.204,0.986,4.466,0.494,0.138,123,2019
Tunisia,0.815,0.059,0.921,1.0,4.461,0.167,0.055,124,2019
Bangladesh,0.723,0.166,0.562,0.928,4.456,0.527,0.143,125,2019
Iraq,0.574,0.148,1.043,0.98,4.437,0.241,0.089,126,2019
Congo (Kinshasa),0.357,0.212,0.094,1.125,4.418,0.269,0.053,127,2019
Mali,0.308,0.153,0.385,1.105,4.39,0.327,0.052,128,2019
Sierra Leone,0.242,0.252,0.268,0.841,4.374,0.309,0.045,129,2019
Sri Lanka,0.831,0.244,0.949,1.265,4.366,0.47,0.047,130,2019
Myanmar,0.555,0.566,0.71,1.181,4.36,0.525,0.172,131,2019
Chad,0.192,0.198,0.35,0.766,4.35,0.174,0.078,132,2019
Ukraine,0.739,0.187,0.82,1.39,4.332,0.178,0.01,133,2019
Ethiopia,0.532,0.209,0.336,1.033,4.286,0.344,0.1,134,2019
Swaziland,0.0,0.074,0.811,1.149,4.212,0.313,0.135,135,2019
Uganda,0.443,0.252,0.332,1.069,4.189,0.356,0.06,136,2019
Egypt,0.644,0.076,0.913,1.039,4.166,0.241,0.067,137,2019
Zambia,0.426,0.247,0.578,1.058,4.107,0.431,0.087,138,2019
Togo,0.41,0.177,0.275,0.572,4.085,0.293,0.085,139,2019
India,0.588,0.2,0.755,0.765,4.015,0.498,0.085,140,2019
Liberia,0.443,0.233,0.073,0.922,3.975,0.37,0.033,141,2019
Comoros,0.505,0.275,0.274,0.757,3.973,0.142,0.078,142,2019
Madagascar,0.555,0.169,0.274,0.916,3.933,0.148,0.041,143,2019
Lesotho,0.168,0.107,0.489,1.169,3.802,0.359,0.093,144,2019
Burundi,0.38,0.176,0.046,0.447,3.775,0.22,0.18,145,2019
Zimbabwe,0.433,0.151,0.366,1.114,3.663,0.361,0.089,146,2019
Haiti,0.449,0.419,0.323,0.688,3.597,0.026,0.11,147,2019
Botswana,0.538,0.025,1.041,1.145,3.488,0.455,0.1,148,2019
Syria,0.44,0.331,0.619,0.378,3.462,0.013,0.141,149,2019
Malawi,0.495,0.218,0.191,0.56,3.41,0.443,0.089,150,2019
Yemen,0.463,0.108,0.287,1.163,3.38,0.143,0.077,151,2019
Rwanda,0.614,0.217,0.359,0.711,3.334,0.555,0.411,152,2019
Tanzania,0.499,0.276,0.476,0.885,3.231,0.417,0.147,153,2019
Afghanistan,0.361,0.158,0.35,0.517,3.203,0.0,0.025,154,2019
Central African Republic,0.105,0.235,0.026,0.0,3.083,0.225,0.035,155,2019
South Sudan,0.295,0.202,0.306,0.575,2.853,0.01,0.091,156,2019
